Campaign,Ad Set Name,Audience,Exclude,Locations,Age,Gender,Placement,Daily Budget (VND),Optimization,Attribution,Pacing
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_LAL,Lookalike 1-2% (LeadDB + Quiz),Existing Leads 90d + Customers 365d,"Cần Giuộc, Long An (toàn huyện) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),29000,ThruPlay → Custom: ViewLP60s,"7-day click, 1-day view",Standard
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_RMK,Retarget: Web 30d + Video 50% + Form 14d,Existing Leads 90d + Customers 365d,"Cần Giuộc, Long An (toàn huyện) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),37000,ThruPlay → Custom: ViewLP60s,"7-day click, 1-day view",Standard
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_Broad,Broad AI (no interest),Existing Leads 90d + Customers 365d,"Cần Giuộc, Long An (toàn huyện) + Bán kính 8km",28-42,All,Manual: FB Feed + IG Feed + Reels,29000,Conversion (Lead) — 7d click + 1d view,"7-day click, 1-day view",Standard
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_Interest,"Interest: Parenting + Education | Tiểu học, Trại hè, Phụ huynh, Tiếng Anh trẻ em, Kỹ năng sống",Existing Leads 90d + Customers 365d,"Cần Giuộc, Long An (toàn huyện) + Bán kính 8km",28-42,All,Manual: FB Feed + IG Feed + Reels,24000,Conversion (Lead) — 7d click + 1d view,"7-day click, 1-day view",Standard
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_LAL,Lookalike 1-2% (LeadDB + Quiz),Existing Leads 90d + Customers 365d,"Cần Giuộc, Long An (toàn huyện) + Bán kính 8km",28-42,All,Manual: FB Feed + IG Feed + Reels,20000,Conversion (Lead) — 7d click + 1d view,"7-day click, 1-day view",Standard
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_RMK,Retarget: Web 30d + Video 50% + Form 14d,Existing Leads 90d + Customers 365d,"Cần Giuộc, Long An (toàn huyện) + Bán kính 8km",28-42,All,Manual: FB Feed + IG Feed + Reels,24000,Conversion (Lead) — 7d click + 1d view,"7-day click, 1-day view",Standard
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_Broad,Broad AI (no interest),Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),74000,Conversion (QuizComplete) — 7d click,"7-day click, 1-day view",Standard
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_Interest,"Interest: Parenting + Education | Tiểu học, Trại hè, Phụ huynh, Tiếng Anh trẻ em, Kỹ năng sống",Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),61000,Conversion (QuizComplete) — 7d click,"7-day click, 1-day view",Standard
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_LAL,Lookalike 1-2% (LeadDB + Quiz),Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),49000,Conversion (QuizComplete) — 7d click,"7-day click, 1-day view",Standard
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_RMK,Retarget: Web 30d + Video 50% + Form 14d,Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),61000,Conversion (QuizComplete) — 7d click,"7-day click, 1-day view",Standard
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_Broad,Broad AI (no interest),Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),44000,ThruPlay → Custom: ViewLP60s,"7-day click, 1-day view",Standard
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_Interest,"Interest: Parenting + Education | Tiểu học, Trại hè, Phụ huynh, Tiếng Anh trẻ em, Kỹ năng sống",Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),37000,ThruPlay → Custom: ViewLP60s,"7-day click, 1-day view",Standard
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_LAL,Lookalike 1-2% (LeadDB + Quiz),Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),29000,ThruPlay → Custom: ViewLP60s,"7-day click, 1-day view",Standard
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_RMK,Retarget: Web 30d + Video 50% + Form 14d,Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Auto (Reels + Feed + Stories),37000,ThruPlay → Custom: ViewLP60s,"7-day click, 1-day view",Standard
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_Broad,Broad AI (no interest),Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Manual: FB Feed + IG Feed + Reels,29000,Conversion (Lead) — 7d click + 1d view,"7-day click, 1-day view",Standard
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_Interest,"Interest: Parenting + Education | Tiểu học, Trại hè, Phụ huynh, Tiếng Anh trẻ em, Kỹ năng sống",Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Manual: FB Feed + IG Feed + Reels,24000,Conversion (Lead) — 7d click + 1d view,"7-day click, 1-day view",Standard
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_LAL,Lookalike 1-2% (LeadDB + Quiz),Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Manual: FB Feed + IG Feed + Reels,20000,Conversion (Lead) — 7d click + 1d view,"7-day click, 1-day view",Standard
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_RMK,Retarget: Web 30d + Video 50% + Form 14d,Existing Leads 90d + Customers 365d,"Rạch Giá, Kiên Giang (toàn TP) + Bán kính 8km",28-42,All,Manual: FB Feed + IG Feed + Reels,24000,Conversion (Lead) — 7d click + 1d view,"7-day click, 1-day view",Standard
