Campaign,Ad Set,Ad Name,Format,Theme,Primary Text Hook,Headline,CTA Button,Landing URL
BT_TH_Quiz_LionCamp_2026,BT_TH_Quiz_LAL,BT_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=BT_TH_Quiz_LionCamp_2026
BT_TH_Quiz_LionCamp_2026,BT_TH_Quiz_RMK,BT_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=BT_TH_Quiz_LionCamp_2026
CL_TH_Quiz_LionCamp_2026,CL_TH_Quiz_Broad,CL_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=CL_TH_Quiz_LionCamp_2026
CL_TH_Quiz_LionCamp_2026,CL_TH_Quiz_Interest,CL_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=CL_TH_Quiz_LionCamp_2026
CL_TH_Quiz_LionCamp_2026,CL_TH_Quiz_LAL,CL_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=CL_TH_Quiz_LionCamp_2026
CL_TH_Quiz_LionCamp_2026,CL_TH_Quiz_RMK,CL_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=CL_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_Broad,RG_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_Interest,RG_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_LAL,RG_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_RMK,RG_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
GV_TH_Quiz_LionCamp_2026,GV_TH_Quiz_Broad,GV_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=GV_TH_Quiz_LionCamp_2026
GV_TH_Quiz_LionCamp_2026,GV_TH_Quiz_Interest,GV_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=GV_TH_Quiz_LionCamp_2026
GV_TH_Quiz_LionCamp_2026,GV_TH_Quiz_LAL,GV_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=GV_TH_Quiz_LionCamp_2026
GV_TH_Quiz_LionCamp_2026,GV_TH_Quiz_RMK,GV_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=GV_TH_Quiz_LionCamp_2026
BT_TH_Quiz_LionCamp_2026,BT_TH_Quiz_Broad,BT_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=BT_TH_Quiz_LionCamp_2026
BT_TH_Quiz_LionCamp_2026,BT_TH_Quiz_Interest,BT_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=BT_TH_Quiz_LionCamp_2026
BT_TH_Quiz_LionCamp_2026,BT_TH_Quiz_LAL,BT_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=BT_TH_Quiz_LionCamp_2026
BT_TH_Quiz_LionCamp_2026,BT_TH_Quiz_RMK,BT_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=BT_TH_Quiz_LionCamp_2026
CL_TH_Quiz_LionCamp_2026,CL_TH_Quiz_Broad,CL_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=CL_TH_Quiz_LionCamp_2026
CL_TH_Quiz_LionCamp_2026,CL_TH_Quiz_Interest,CL_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=CL_TH_Quiz_LionCamp_2026
CL_TH_Quiz_LionCamp_2026,CL_TH_Quiz_LAL,CL_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=CL_TH_Quiz_LionCamp_2026
CL_TH_Quiz_LionCamp_2026,CL_TH_Quiz_RMK,CL_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=CL_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_Broad,RG_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_Interest,RG_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_LAL,RG_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_RMK,RG_TH_Quiz_TH_AD06_PainLocal,Single Video 9:16 + Square 1:1 (Dynamic),PainLocal,PH Bình Tân: Hè con ở nhà cả ngày với TV?,Trại hè ngay tại Bình Tân,Đăng ký,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_Broad,GV_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_Interest,GV_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_LAL,GV_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_RMK,GV_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_Broad,BT_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_Interest,BT_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_LAL,BT_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_RMK,BT_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_Broad,CL_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_Interest,CL_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_LAL,CL_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_RMK,CL_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_Broad,RG_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_Interest,RG_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_LAL,RG_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_RMK,RG_TH_Sales_TH_AD07_OfferLocal,Single Video 9:16 + Square 1:1 (Dynamic),OfferLocal,Trại hè Tiểu học gần nhà — Cần Giuộc + Rạch Giá,Không cần đi xa,Tư vấn miễn phí,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_Broad,GV_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_Interest,GV_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_LAL,GV_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_RMK,GV_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_Broad,BT_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_Interest,BT_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_LAL,BT_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_RMK,BT_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_Broad,CL_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_Interest,CL_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_LAL,CL_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_RMK,CL_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_Broad,RG_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_Interest,RG_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_LAL,RG_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_RMK,RG_TH_VSL_TH_AD08_ProofVideo,Single Video 9:16 + Square 1:1 (Dynamic),ProofVideo,Xem 1 ngày của con tại Lion Camp,Ngày của Lion (video 60s),Xem video,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_Broad,GV_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_Interest,GV_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_LAL,GV_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_RMK,GV_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_Broad,BT_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_Interest,BT_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_LAL,BT_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_RMK,BT_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_Broad,CL_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_Interest,CL_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_LAL,CL_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_RMK,CL_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_Broad,RG_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_Interest,RG_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_LAL,RG_TH_Sales_TH_AD09_Bonus,Single Video 9:16 + Square 1:1 (Dynamic),Bonus,Đăng ký sớm — Tặng bộ sách Tiếng Anh + áo trại,Ưu đãi Early Bird,Nhận ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
